"ds","y"
"2014-06-19",7.22256601882217
"2014-06-20",7.35179986905778
"2014-06-21",6.97541392745595
"2014-06-22",7.04315991598834
"2014-06-23",7.48099216286952
"2014-06-24",7.20340552108309
"2014-06-25",7.22402480828583
"2014-06-26",7.11314210870709
"2014-06-27",7.07918439460967
"2014-06-28",6.88550967003482
"2014-06-29",6.87419849545329
"2014-06-30",7.72312009226633
"2014-07-01",7.49665243816828
"2014-07-02",7.22402480828583
"2014-07-03",7.27239839257005
"2014-07-04",7.07918439460967
"2014-07-05",6.85435450225502
"2014-07-06",6.93049476595163
"2014-07-07",7.15617663748062
"2014-07-08",7.31455283232408
"2014-07-09",7.22693601849329
"2014-07-10",7.65681009148038
"2014-07-11",7.54009032014532
"2014-07-12",7.21007962817079
"2014-07-13",7.24992553671799
"2014-07-14",7.29437729928882
"2014-07-15",7.51914995766982
"2014-07-16",7.42237370098682
"2014-07-17",8.22362717580548
"2014-07-18",7.49276030092238
"2014-07-19",7.22475340576797
"2014-07-20",7.25629723969068
"2014-07-21",7.4489161025442
"2014-07-22",7.65539064482615
"2014-07-23",7.67136092319064
"2014-07-24",7.92407232492342
"2014-07-25",7.80098207125774
"2014-07-26",7.45645455517621
"2014-07-27",7.36264527041782
"2014-07-28",8.21311069759668
"2014-07-29",8.23642052726539
"2014-07-30",7.92153563213355
"2014-07-31",7.74500280351584
"2014-08-01",7.57814547241947
"2014-08-02",7.56682847920833
"2014-08-03",7.65822752616135
"2014-08-04",8.27078101316267
"2014-08-05",7.80302664363222
"2014-08-06",7.6226639513236
"2014-08-07",7.70029520342012
"2014-08-08",8.05864371221562
"2014-08-09",7.64108424917491
"2014-08-10",7.83636976054512
"2014-08-11",8.37355374121463
"2014-08-12",8.60940767540405
"2014-08-13",8.17723488551019
"2014-08-14",8.03689677268507
"2014-08-15",7.95331834656043
"2014-08-16",7.7848892956551
"2014-08-17",8.07371464110986
"2014-08-18",8.28045768658256
"2014-08-19",8.19918935907807
"2014-08-20",8.00034949532468
"2014-08-21",7.88720858581393
"2014-08-22",7.83715965000168
"2014-08-23",7.97968130238774
"2014-08-24",8.51839247199172
"2014-08-25",8.35631996582815
"2014-08-26",7.93236215433975
"2014-08-27",7.83676478326407
"2014-08-29",8.53719187792293
"2014-08-30",8.02649693894541
"2014-08-31",7.9728107841214
"2014-09-01",8.37447688921464
"2014-09-02",8.25322764558177
"2014-09-03",8.44591198941127
"2014-09-04",8.49269555981584
"2014-09-05",8.83913175254611
"2014-09-06",8.07589363029886
"2014-09-07",8.75020786252571
"2014-09-08",10.702412661625
"2014-09-09",10.0599783492956
"2014-09-10",8.79315687091382
"2014-09-11",8.71440336070394
"2014-09-12",9.05625635659347
"2014-09-13",8.62155320674048
"2014-09-14",9.96142621745657
"2014-09-15",9.70856696016566
"2014-09-16",9.19644426678407
"2014-09-17",8.61431990214696
"2014-09-18",8.88903257187474
"2014-09-19",9.01627006814768
"2014-09-20",8.19918935907807
"2014-09-21",9.16219999664825
"2014-09-22",9.60750445504496
"2014-09-23",8.44290058683438
"2014-09-24",8.15737044118677
"2014-09-25",8.18451375303372
"2014-09-26",8.83898679349679
"2014-09-27",8.21283958467648
"2014-09-28",8.33615081612066
"2014-09-29",8.59044365315583
"2014-09-30",8.70134640303916
"2014-10-01",8.26642147298455
"2014-10-02",8.27461194620955
"2014-10-03",8.36637030168165
"2014-10-04",8.03527891114467
"2014-10-05",9.23151460720759
"2014-10-06",9.96467672084855
"2014-10-07",8.84548923675327
"2014-10-08",8.67299964255444
"2014-10-09",8.40065937516029
"2014-10-10",8.58035576637388
"2014-10-11",8.02059914989697
"2014-10-12",9.1075321519945
"2014-10-13",9.43835205468725
"2014-10-14",8.50126704086598
"2014-10-15",8.3133619511344
"2014-10-16",8.3255483071614
"2014-10-17",8.47637119689598
"2014-10-18",8.20111164444276
"2014-10-19",8.70051424854327
"2014-10-20",11.2744652095441
"2014-10-21",9.60757167515724
"2014-10-22",8.87863674743007
"2014-10-23",8.76592651372944
"2014-10-24",9.85639594500228
"2014-10-25",8.43424627059531
"2014-10-26",8.8034242116007
"2014-10-27",9.38176948760371
"2014-10-28",8.76029622047005
"2014-10-29",8.55506684384432
"2014-10-30",8.46884293047519
"2014-10-31",8.53129331579502
"2014-11-01",8.04558828080353
"2014-11-02",9.0902045707362
"2014-11-03",9.45414892373398
"2014-11-04",9.0590522577624
"2014-11-05",8.25945819533241
"2014-11-06",8.18952211074809
"2014-11-07",8.19533366716287
"2014-11-08",7.69393732550927
"2014-11-09",8.29004161870449
"2014-11-10",9.03288694657909
"2014-11-11",8.38274709486331
"2014-11-12",8.21797820315073
"2014-11-13",8.12474302038557
"2014-11-14",8.04686951095958
"2014-11-15",7.57301725605255
"2014-11-16",8.3986348552921
"2014-11-17",8.71144331907547
"2014-11-18",8.25114213909075
"2014-11-19",7.99226864327075
"2014-11-20",8.00536706731666
"2014-11-21",8.08085641964099
"2014-11-22",7.52833176670725
"2014-11-23",8.20248244657654
"2014-11-24",9.07440609473535
"2014-11-25",8.2147358333823
"2014-11-26",7.96797317966293
"2014-11-27",8.12829017160705
"2014-11-28",7.9536697786498
"2014-11-29",7.66669020008009
"2014-11-30",7.96554557312999
"2014-12-01",9.14216859187285
"2014-12-02",8.28702502516506
"2014-12-03",8.28324144138542
"2014-12-04",8.30102525383845
"2014-12-05",8.38799525294456
"2014-12-06",7.70975686445416
"2014-12-07",8.11102783819368
"2014-12-08",8.74560285240295
"2014-12-09",8.39140318535794
"2014-12-10",8.11969625295725
"2014-12-11",8.2358907259285
"2014-12-12",8.10681603894705
"2014-12-13",7.71199650704767
"2014-12-14",8.4252971767117
"2014-12-15",8.84937050375457
"2014-12-16",8.49310539588715
"2014-12-17",8.17413934342947
"2014-12-18",8.10228362448007
"2014-12-19",7.8336002236611
"2014-12-20",7.52294091807237
"2014-12-21",7.91022370709734
"2014-12-22",8.3654396361887
"2014-12-23",9.06056344665796
"2014-12-24",8.17919979842309
"2014-12-25",8.01631789850341
"2014-12-26",8.10319175228579
"2014-12-27",7.81439963380449
"2014-12-28",8.38799525294456
"2014-12-29",8.74814616962193
"2014-12-30",8.31287139434261
"2014-12-31",7.92334821193015
"2015-01-01",7.84658997529119
"2015-01-02",8.3020178097512
"2015-01-03",8.43620003220671
"2015-01-04",8.93458687038968
"2015-01-05",8.88861880730088
"2015-01-06",8.66423293406555
"2015-01-07",8.50004703258127
"2015-01-08",8.41825644355621
"2015-01-09",8.4721958254855
"2015-01-10",8.30721262662831
"2015-01-11",9.88659568486591
"2015-01-12",10.694985739443
"2015-01-13",9.76019438270965
"2015-01-14",9.11007795003779
"2015-01-15",8.79951090136887
"2015-01-16",8.7830896717961
"2015-01-17",8.42989086301344
"2015-01-18",8.87877607170755
"2015-01-19",9.75938620856187
"2015-01-20",8.9520876435484
"2015-01-21",8.66112036022288
"2015-01-22",8.58485183989005
"2015-01-23",8.39660622842712
"2015-01-24",7.92371033396924
"2015-01-25",8.08548677210285
"2015-01-26",8.35890061242164
"2015-01-27",8.30350479887278
"2015-01-28",8.27792025817214
"2015-01-29",8.36357570275064
"2015-01-30",8.59822003005861
"2015-01-31",8.08116577772543
"2015-02-01",9.03443816698441
"2015-02-02",10.2832245120716
"2015-02-03",9.27322127001538
"2015-02-04",8.71407489954152
"2015-02-06",8.23350314023399
"2015-02-07",7.88419993367604
"2015-02-08",7.81278281857758
"2015-02-09",7.93128476152589
"2015-02-10",8.4144957931779
"2015-02-11",8.15651022607997
"2015-02-12",7.85709386490249
"2015-02-13",7.9098566672694
"2015-02-14",7.80913539812054
"2015-02-15",7.5076900778199
"2015-02-16",8.20385137218388
"2015-02-17",7.82164312623998
"2015-02-18",7.80384330353877
"2015-02-19",7.76089319585102
"2015-02-20",7.70345904786717
"2015-02-21",8.06117135969092
"2015-02-22",7.350516171834
"2015-02-23",7.48380668766583
"2015-02-24",7.54062152865715
"2015-02-25",7.69666708152646
"2015-02-26",7.50384074669895
"2015-02-27",7.39817409297047
"2015-02-28",7.04228617193974
"2015-03-01",7.05272104923232
"2015-03-02",7.36264527041782
"2015-03-03",7.6231530684769
"2015-03-04",7.79523492900217
"2015-03-05",8.42683075133585
"2015-03-06",7.9168074909376
"2015-03-07",7.23633934275434
"2015-03-08",7.20637729147225
"2015-03-09",7.55642796944025
"2015-03-10",7.58273848891441
"2015-03-11",7.68294316987829
"2015-03-12",7.60688453121963
"2015-03-13",7.70345904786717
"2015-03-14",7.15148546390474
"2015-03-15",7.04053639021596
"2015-03-16",7.33888813383888
"2015-03-17",7.48436864328613
"2015-03-18",7.35179986905778
"2015-03-19",7.42356844425917
"2015-03-20",7.29165620917446
"2015-03-21",6.81673588059497
"2015-03-22",6.91075078796194
"2015-03-23",7.32118855673948
"2015-03-24",7.99159228206809
"2015-03-25",7.71289096149013
"2015-03-26",7.28276117960559
"2015-03-27",7.30586003268401
"2015-03-28",6.90575327631146
"2015-03-29",7.87321705486274
"2015-03-30",7.08590146436561
"2015-03-31",7.27100853828099
"2015-04-01",7.21376830811864
"2015-04-02",7.16626597413364
"2015-04-03",7.21303165983487
"2015-04-04",6.82979373751242
"2015-04-05",6.80128303447162
"2015-04-06",7.15773548424991
"2015-04-07",7.04577657687951
"2015-04-08",7.09174211509515
"2015-04-09",7.23417717974985
"2015-04-10",7.28000825288419
"2015-04-11",6.69703424766648
"2015-04-12",7.028201432058
"2015-04-13",7.17472430983638
"2015-04-14",7.22329567956231
"2015-04-15",7.33693691370762
"2015-04-16",7.36201055125973
"2015-04-17",7.26332961747684
"2015-04-18",6.81124437860129
"2015-04-19",7.3185395485679
"2015-04-20",7.64012317269536
"2015-04-21",7.40549566319947
"2015-04-22",7.57250298502038
"2015-04-23",7.48549160803075
"2015-04-24",7.33302301438648
"2015-04-25",7.20563517641036
"2015-04-26",7.09090982207998
"2015-04-27",7.32646561384032
"2015-04-28",7.35564110297425
"2015-04-29",7.46336304552002
"2015-04-30",7.56734567601324
"2015-05-01",7.74975340627444
"2015-05-02",7.14440718032114
"2015-05-03",6.89972310728487
"2015-05-04",7.33106030521863
"2015-05-05",7.2211050981825
"2015-05-06",7.7376162828579
"2015-05-07",7.36327958696304
"2015-05-08",7.29097477814298
"2015-05-09",7.03878354138854
"2015-05-10",6.93244789157251
"2015-05-11",7.30586003268401
"2015-05-12",7.68616230349291
"2015-05-13",7.47929963778283
"2015-05-14",7.26961674960817
"2015-05-15",7.30921236569276
"2015-05-16",6.74051935960622
"2015-05-17",6.80572255341699
"2015-05-18",7.14282740116162
"2015-05-19",7.18690102041163
"2015-05-20",7.14045304310116
"2015-05-21",8.76155013912964
"2015-05-22",8.27944348771267
"2015-05-23",7.43720636687129
"2015-05-24",7.16006920759613
"2015-05-25",7.04141166379481
"2015-05-26",7.17472430983638
"2015-05-27",7.41276401742656
"2015-05-28",7.25629723969068
"2015-05-29",7.2848209125686
"2015-05-30",6.72623340235875
"2015-05-31",6.93244789157251
"2015-06-01",7.07411681619736
"2015-06-02",7.20266119652324
"2015-06-03",7.16472037877186
"2015-06-04",7.06731984865348
"2015-06-05",6.90675477864855
"2015-06-06",6.67708346124714
"2015-06-07",6.51767127291227
"2015-06-08",7.04315991598834
"2015-06-09",7.04315991598834
"2015-06-10",6.9177056098353
"2015-06-11",7.05789793741186
"2015-06-12",6.85540879860993
"2015-06-13",6.64378973314767
"2015-06-14",6.52502965784346
"2015-06-15",6.89060912014717
"2015-06-16",6.92657703322272
"2015-06-17",7.00488198971286
"2015-06-18",6.87316383421252
"2015-06-19",6.89060912014717
"2015-06-20",6.4425401664682
"2015-06-21",6.8351845861473
"2015-06-22",7.27239839257005
"2015-06-23",7.07749805356923
"2015-06-24",7.34407285057307
"2015-06-25",7.29165620917446
"2015-06-26",7.27170370688737
"2015-06-27",7.454719949364
"2015-06-28",6.69208374250663
"2015-06-29",6.96318998587024
"2015-06-30",7.01660968389422
"2015-07-01",6.79122146272619
"2015-07-02",6.82001636467413
"2015-07-03",6.61873898351722
"2015-07-04",6.47389069635227
"2015-07-05",6.49978704065585
"2015-07-06",6.8596149036542
"2015-07-07",6.88141130364254
"2015-07-08",6.99759598298193
"2015-07-09",7.15226885603254
"2015-07-10",7.19668657083435
"2015-07-11",6.70808408385307
"2015-07-12",6.98286275146894
"2015-07-13",7.12849594568004
"2015-07-14",7.08924315502751
"2015-07-15",7.19893124068817
"2015-07-16",8.090708716084
"2015-07-17",7.39387829010776
"2015-07-18",7.05012252026906
"2015-07-19",7.19518732017871
"2015-07-20",7.44132038971762
"2015-07-21",7.41758040241454
"2015-07-22",7.47420480649612
"2015-07-23",7.39264752072162
"2015-07-24",7.18538701558042
"2015-07-25",6.86484777797086
"2015-07-26",6.83410873881384
"2015-07-27",7.28756064030972
"2015-07-28",7.22402480828583
"2015-07-29",7.24422751560335
"2015-07-30",7.30653139893951
"2015-07-31",7.31721240835984
"2015-08-01",6.95844839329766
"2015-08-02",6.82546003625531
"2015-08-03",7.18159194461187
"2015-08-04",7.27655640271871
"2015-08-05",7.27100853828099
"2015-08-06",7.82444593087762
"2015-08-07",7.41938058291869
"2015-08-08",7.00760061395185
"2015-08-09",7.07326971745971
"2015-08-10",7.26542972325395
"2015-08-11",7.60240133566582
"2015-08-12",7.55747290161475
"2015-08-13",7.58222919427646
"2015-08-14",7.28961052145117
"2015-08-15",7.3304052118444
"2015-08-16",7.2211050981825
"2015-08-17",7.4312996751559
"2015-08-18",7.75018416225784
"2015-08-19",7.62997570702779
"2015-08-20",7.73061406606374
"2015-08-21",7.82404601085629
"2015-08-22",7.22620901010067
"2015-08-23",7.4770384723197
"2015-08-24",7.86326672400957
"2015-08-25",7.94909149983052
"2015-08-26",7.7698009960039
"2015-08-27",7.57967882309046
"2015-08-28",7.54908271081229
"2015-08-29",7.29165620917446
"2015-08-30",7.78986855905471
"2015-08-31",7.65681009148038
"2015-09-01",7.53476265703754
"2015-09-02",7.66528471847135
"2015-09-03",8.06652149046999
"2015-09-04",8.14931284363534
"2015-09-05",7.72533003791713
"2015-09-06",7.71735127218533
"2015-09-07",7.67786350067821
"2015-09-08",7.89506349809157
"2015-09-09",8.07992777075827
"2015-09-10",8.1934002319521
"2015-09-11",8.66509582133973
"2015-09-12",7.84463264446468
"2015-09-13",8.77909581088053
"2015-09-14",9.05870319731322
"2015-09-15",8.42178300661158
"2015-09-16",8.07215530818825
"2015-09-17",8.40469616018909
"2015-09-18",9.72184576464693
"2015-09-19",8.11402544235676
"2015-09-20",8.43076346341785
"2015-09-21",8.54888563814873
"2015-09-22",8.3228800217699
"2015-09-23",8.00836557031292
"2015-09-24",8.11999382772511
"2015-09-25",8.58260632996447
"2015-09-26",7.60986220091355
"2015-09-27",8.41205487329293
"2015-09-28",9.5410100922274
"2015-09-29",8.55948610360649
"2015-09-30",8.14438886554762
"2015-10-01",7.9912539298402
"2015-10-02",7.88532923927319
"2015-10-03",7.4599147662411
"2015-10-04",8.37516869138682
"2015-10-05",8.7268056084461
"2015-10-06",8.07527154629746
"2015-10-07",7.80057265467065
"2015-10-08",7.74975340627444
"2015-10-09",7.91971976092457
"2015-10-10",7.35627987655075
"2015-10-11",8.17301131172497
"2015-10-13",8.26100978602383
"2015-10-14",7.84658997529119
"2015-10-15",7.74022952476318
"2015-10-16",7.83042561782033
"2015-10-17",7.36137542897735
"2015-10-18",8.2987883944492
"2015-10-19",8.7417757069247
"2015-10-20",8.39705739017626
"2015-10-21",7.77821147451249
"2015-10-22",7.93379687481541
"2015-10-23",7.86018505747217
"2015-10-24",7.94236223767433
"2015-10-25",8.19808924895612
"2015-10-26",8.42901750051251
"2015-10-27",8.05674377497531
"2015-10-28",7.81116338502528
"2015-10-29",7.78655180642871
"2015-10-30",8.1086232683546
"2015-10-31",7.62119516280984
"2015-11-01",8.09285102753838
"2015-11-02",9.39224517527379
"2015-11-03",8.45318786144033
"2015-11-04",8.09437844497296
"2015-11-05",7.9912539298402
"2015-11-06",8.32820949174873
"2015-11-07",7.64108424917491
"2015-11-08",8.48632152774915
"2015-11-09",9.16356318041725
"2015-11-10",8.18841130807903
"2015-11-11",7.82644313545601
"2015-11-12",7.96067260838812
"2015-11-13",7.67229245562876
"2015-11-14",7.16317239084664
"2015-11-15",7.90211754627645
"2015-11-16",9.63430006272051
"2015-11-17",8.84822206837138
"2015-11-18",8.38320455141292
"2015-11-19",8.16451026874704
"2015-11-20",8.05293303679757
"2015-11-21",7.56112158953024
"2015-11-22",8.25634777291802
"2015-11-23",8.67282848294769
"2015-11-24",8.30647216010058
"2015-11-25",8.05896001776942
"2015-11-26",7.87245515006398
"2015-11-27",8.19533366716287
"2015-11-28",7.59135704669855
"2015-11-29",8.02158453345511
"2015-11-30",12.1496715918794
"2015-12-01",11.5230440984914
"2015-12-02",8.71177264560569
"2015-12-03",8.05610965954506
"2015-12-04",8.08147504013705
"2015-12-05",7.45876269238096
"2015-12-06",8.01400499477946
"2015-12-07",8.49678638163858
"2015-12-08",7.98104975966596
"2015-12-09",7.77779262633883
"2015-12-10",8.2602342916073
"2015-12-11",7.86633892304654
"2015-12-12",7.31055015853442
"2015-12-13",7.71824095195932
"2015-12-14",8.31947369244219
"2015-12-15",8.23668532271246
"2015-12-16",7.80751004221619
"2015-12-17",7.59186171488993
"2015-12-18",7.52886925664225
"2015-12-19",7.17165682276851
"2015-12-20",7.89133075766189
"2015-12-21",8.36007143564403
"2015-12-22",8.11042723757502
"2015-12-23",7.77527584648686
"2015-12-24",7.34729970074316
"2015-12-25",7.30182234213793
"2015-12-26",7.12044437239249
"2015-12-27",8.87877607170755
"2015-12-28",9.25061821847475
"2015-12-29",9.24792513230345
"2015-12-30",8.39140318535794
"2015-12-31",8.00469951054955
"2016-01-01",7.58933582317062
"2016-01-02",7.82524529143177
"2016-01-03",8.24931374626064
"2016-01-04",9.29514097366865
"2016-01-05",8.56826646160024
"2016-01-06",8.35255436947459
"2016-01-07",8.29579811063615
"2016-01-08",8.29029259122431
"2016-01-09",7.78572089653462
"2016-01-10",8.28172399041139
"2016-01-11",8.4707303170059
"2016-01-12",8.13505390861157
"2016-01-13",8.06714903991011
"2016-01-14",8.02355239240435
"2016-01-15",8.02191277898571
"2016-01-16",7.81722278550817
"2016-01-17",9.27387839278017
"2016-01-18",10.3337753460756
"2016-01-19",9.12587121534973
"2016-01-20",8.89137400948464
